Age,Gender,Education Level,Job Title,Years of Experience,Monthly Salary
56,Male,PhD,Software Engineer Manager,17,19500000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
54,Male,PhD,Software Engineer Manager,17,19500000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
49,Male,PhD,Software Engineer Manager,15,18500000
54,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
42,Male,PhD,Senior Software Engineer,14,17000000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
43,Male,PhD,Senior Project Engineer,13,18500000
27,Male,Bachelor's Degree,Front end Developer,2,7000000
31,Male,Master's Degree,Full Stack Engineer,7,14000000
54,Male,PhD,Software Engineer Manager,17,19500000
36,Male,Master's Degree,Senior Software Engineer,8,14000000
27,Female,Master's Degree,Back end Developer,2,7000000
49,Male,PhD,Software Engineer Manager,15,18500000
48,Male,PhD,Senior Project Engineer,16,19000000
31,Male,Master's Degree,Senior Project Engineer,7,13500000
40,Female,PhD,Senior Software Engineer,12,16000000
24,Male,Bachelor's Degree,Front end Developer,1,5500000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
43,Male,PhD,Senior Project Engineer,13,18500000
27,Female,Master's Degree,Full Stack Engineer,3,10000000
49,Male,PhD,Software Engineer Manager,15,18500000
48,Male,PhD,Senior Project Engineer,16,19000000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
40,Male,PhD,Senior Software Engineer,12,16000000
36,Male,Master's Degree,Senior Software Engineer,8,14000000
54,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Front end Developer,2,7000000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
43,Male,PhD,Senior Project Engineer,13,18500000
54,Male,PhD,Software Engineer Manager,17,19500000
32,Male,Master's Degree,Back end Developer,6,13000000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
49,Male,PhD,Software Engineer Manager,15,18500000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
54,Male,PhD,Software Engineer Manager,17,19500000
31,Male,Master's Degree,Senior Project Engineer,7,13500000
24,Male,Bachelor's Degree,Back end Developer,1,5500000
48,Male,PhD,Senior Project Engineer,16,19000000
27,Female,Master's Degree,Back end Developer,2,7000000
43,Male,PhD,Senior Project Engineer,13,18500000
44,Male,Master's Degree,Senior Project Engineer,11,17000000
37,Male,Master's Degree,Senior Software Engineer,9,15000000
56,Male,PhD,Software Engineer Manager,17,19500000
28,Male,Bachelor's Degree,Front end Developer,2,7000000
54,Male,PhD,Software Engineer Manager,17,19500000
31,Male,Master's Degree,Senior Project Engineer,6,12500000
49,Male,PhD,Software Engineer Manager,15,18500000
54,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Front end Developer,3,8000000
42,Male,PhD,Senior Software Engineer,14,17000000
38,Male,Master's Degree,Senior Software Engineer,10,15500000
36,Male,Bachelor's Degree,Front end Developer,7,12000000
29,Female,Master's Degree,Back end Developer,3,9000000
41,Female,PhD,Software Engineer Manager,14,18000000
33,Male,Bachelor's Degree,Full Stack Engineer,7,13000000
42,Male,PhD,Senior Software Engineer,12,17000000
28,Male,Bachelor's Degree,Back end Developer,2,7000000
55,Male,PhD,Software Engineer Manager,18,21000000
26,Female,Master's Degree,Front end Developer,1,5500000
47,Male,PhD,Senior Project Engineer,16,19000000
44,Female,PhD,Software Engineer Manager,11,16500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
39,Female,Master's Degree,Senior Software Engineer,11,16000000
32,Male,Bachelor's Degree,Front end Developer,6,11000000
50,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Back end Developer,3,8500000
46,Male,PhD,Senior Project Engineer,14,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
43,Male,PhD,Senior Project Engineer,13,18500000
35,Male,Bachelor's Degree,Back end Developer,8,14000000
29,Female,Master's Degree,Back end Developer,3,9000000
40,Female,PhD,Senior Software Engineer,12,16000000
35,Male,Bachelor's Degree,Full Stack Engineer,8,14500000
41,Male,PhD,Senior Project Engineer,13,18500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
33,Male,Bachelor's Degree,Front end Developer,6,11000000
55,Male,PhD,Software Engineer Manager,18,21000000
26,Female,Master's Degree,Front end Developer,1,5500000
47,Male,PhD,Senior Project Engineer,16,19000000
44,Female,PhD,Software Engineer Manager,11,16500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
39,Female,Master's Degree,Senior Software Engineer,11,16000000
32,Male,Bachelor's Degree,Front end Developer,6,11000000
50,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Back end Developer,3,8500000
46,Male,PhD,Senior Project Engineer,14,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
43,Male,PhD,Senior Project Engineer,13,18500000
35,Male,Bachelor's Degree,Back end Developer,8,14000000
29,Female,Master's Degree,Back end Developer,3,9000000
40,Female,PhD,Senior Software Engineer,12,16000000
35,Male,Bachelor's Degree,Full Stack Engineer,8,14500000
41,Male,PhD,Senior Project Engineer,13,18500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
33,Male,Bachelor's Degree,Front end Developer,6,11000000
55,Male,PhD,Software Engineer Manager,18,21000000
26,Female,Master's Degree,Front end Developer,1,5500000
47,Male,PhD,Senior Project Engineer,16,19000000
44,Female,PhD,Software Engineer Manager,11,16500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
39,Female,Master's Degree,Senior Software Engineer,11,16000000
32,Male,Bachelor's Degree,Front end Developer,6,11000000
50,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Back end Developer,3,8500000
46,Male,PhD,Senior Project Engineer,14,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
43,Male,PhD,Senior Project Engineer,13,18500000
35,Male,Bachelor's Degree,Back end Developer,8,14000000
29,Female,Master's Degree,Back end Developer,3,9000000
40,Female,PhD,Senior Software Engineer,12,16000000
35,Male,Bachelor's Degree,Full Stack Engineer,8,14500000
41,Male,PhD,Senior Project Engineer,13,18500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
33,Male,Bachelor's Degree,Front end Developer,6,11000000
55,Male,PhD,Software Engineer Manager,18,21000000
26,Female,Master's Degree,Front end Developer,1,5500000
47,Male,PhD,Senior Project Engineer,16,19000000
44,Female,PhD,Software Engineer Manager,11,16500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
39,Female,Master's Degree,Senior Software Engineer,11,16000000
32,Male,Bachelor's Degree,Front end Developer,6,11000000
50,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Back end Developer,3,8500000
46,Male,PhD,Senior Project Engineer,14,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
43,Male,PhD,Senior Project Engineer,13,18500000
35,Male,Bachelor's Degree,Back end Developer,8,14000000
29,Female,Master's Degree,Back end Developer,3,9000000
40,Female,PhD,Senior Software Engineer,12,16000000
35,Male,Bachelor's Degree,Full Stack Engineer,8,14500000
41,Male,PhD,Senior Project Engineer,13,18500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
33,Male,Bachelor's Degree,Front end Developer,6,11000000
55,Male,PhD,Software Engineer Manager,18,21000000
26,Female,Master's Degree,Front end Developer,1,5500000
47,Male,PhD,Senior Project Engineer,16,19000000
44,Female,PhD,Software Engineer Manager,11,16500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
39,Female,Master's Degree,Senior Software Engineer,11,16000000
32,Male,Bachelor's Degree,Front end Developer,6,11000000
50,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Back end Developer,3,8500000
46,Male,PhD,Senior Project Engineer,14,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
43,Male,PhD,Senior Project Engineer,13,18500000
35,Male,Bachelor's Degree,Back end Developer,8,14000000
29,Female,Master's Degree,Back end Developer,3,9000000
40,Female,PhD,Senior Software Engineer,12,16000000
35,Male,Bachelor's Degree,Full Stack Engineer,8,14500000
41,Male,PhD,Senior Project Engineer,13,18500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
33,Male,Bachelor's Degree,Front end Developer,6,11000000
55,Male,PhD,Software Engineer Manager,18,21000000
26,Female,Master's Degree,Front end Developer,1,5500000
47,Male,PhD,Senior Project Engineer,16,19000000
44,Female,PhD,Software Engineer Manager,11,16500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
39,Female,Master's Degree,Senior Software Engineer,11,16000000
32,Male,Bachelor's Degree,Front end Developer,6,11000000
50,Male,PhD,Software Engineer Manager,17,19500000
27,Male,Bachelor's Degree,Back end Developer,3,8500000
46,Male,PhD,Senior Project Engineer,14,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
43,Male,PhD,Senior Project Engineer,13,18500000
35,Male,Bachelor's Degree,Back end Developer,8,14000000
29,Female,Master's Degree,Back end Developer,3,9000000
40,Female,PhD,Senior Software Engineer,12,16000000
35,Male,Bachelor's Degree,Full Stack Engineer,8,14500000
41,Male,PhD,Senior Project Engineer,13,18500000
30,Male,Master's Degree,Full Stack Engineer,5,10500000
33,Male,Bachelor's Degree,Front end Developer,6,11000000
55,Male,PhD,Software Engineer Manager,18,21000000
31,Male,Bachelor's Degree,Front end Developer,6,11500000
42,Female,Master's Degree,Software Engineer Manager,13,17000000
27,Female,Bachelor's Degree,Back end Developer,3,8000000
51,Male,PhD,Senior Project Engineer,19,20000000
34,Female,Master's Degree,Full Stack Engineer,7,13000000
38,Male,Bachelor's Degree,Software Engineer Manager,11,15500000
29,Male,Bachelor's Degree,Front end Developer,5,10500000
43,Female,PhD,Senior Project Engineer,14,19000000
36,Male,Master's Degree,Back end Developer,8,14000000
48,Male,PhD,Software Engineer Manager,16,18500000
35,Female,Bachelor's Degree,Full Stack Engineer,8,14500000
30,Female,Master's Degree,Front end Developer,4,9000000
50,Male,PhD,Senior Project Engineer,18,19500000
29,Male,Bachelor's Degree,Back end Developer,4,9500000
41,Male,Master's Degree,Software Engineer Manager,13,17000000
33,Female,Bachelor's Degree,Full Stack Engineer,6,11500000
45,Male,PhD,Senior Project Engineer,16,18500000
28,Female,Bachelor's Degree,Front end Developer,2,6500000
39,Female,Master's Degree,Software Engineer Manager,12,16000000
30,Male,Bachelor's Degree,Back end Developer,5,10000000
46,Male,PhD,Senior Project Engineer,15,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
42,Male,PhD,Software Engineer Manager,14,19000000
31,Male,Bachelor's Degree,Full Stack Engineer,6,11500000
49,Female,PhD,Senior Project Engineer,17,19500000
36,Male,Master's Degree,Back end Developer,9,15000000
33,Female,Bachelor's Degree,Full Stack Engineer,6,11500000
45,Male,PhD,Software Engineer Manager,16,18500000
28,Female,Bachelor's Degree,Front end Developer,2,6500000
39,Female,Master's Degree,Software Engineer Manager,12,16000000
30,Male,Bachelor's Degree,Back end Developer,5,10000000
46,Male,PhD,Senior Project Engineer,15,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
42,Male,PhD,Software Engineer Manager,14,19000000
31,Male,Bachelor's Degree,Full Stack Engineer,6,11500000
49,Female,PhD,Senior Project Engineer,17,19500000
36,Male,Master's Degree,Back end Developer,9,15000000
33,Female,Bachelor's Degree,Full Stack Engineer,6,11500000
45,Male,PhD,Software Engineer Manager,16,18500000
28,Female,Bachelor's Degree,Front end Developer,2,6500000
39,Female,Master's Degree,Software Engineer Manager,12,16000000
30,Male,Bachelor's Degree,Back end Developer,5,10000000
46,Male,PhD,Senior Project Engineer,15,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
42,Male,PhD,Software Engineer Manager,14,19000000
31,Male,Bachelor's Degree,Full Stack Engineer,6,11500000
49,Female,PhD,Senior Project Engineer,17,19500000
36,Male,Master's Degree,Back end Developer,9,15000000
33,Female,Bachelor's Degree,Full Stack Engineer,6,11500000
45,Male,PhD,Software Engineer Manager,16,18500000
28,Female,Bachelor's Degree,Front end Developer,2,6500000
39,Female,Master's Degree,Software Engineer Manager,12,16000000
30,Male,Bachelor's Degree,Back end Developer,5,10000000
46,Male,PhD,Senior Project Engineer,15,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
42,Male,PhD,Software Engineer Manager,14,19000000
31,Male,Bachelor's Degree,Full Stack Engineer,6,11500000
49,Female,PhD,Senior Project Engineer,17,19500000
36,Male,Master's Degree,Back end Developer,9,15000000
33,Female,Bachelor's Degree,Full Stack Engineer,6,11500000
45,Male,PhD,Software Engineer Manager,16,18500000
28,Female,Bachelor's Degree,Front end Developer,2,6500000
39,Female,Master's Degree,Software Engineer Manager,12,16000000
30,Male,Bachelor's Degree,Back end Developer,5,10000000
46,Male,PhD,Senior Project Engineer,15,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
42,Male,PhD,Software Engineer Manager,14,19000000
31,Male,Bachelor's Degree,Full Stack Engineer,6,11500000
49,Female,PhD,Senior Project Engineer,17,19500000
36,Male,Master's Degree,Back end Developer,9,15000000
33,Female,Bachelor's Degree,Full Stack Engineer,6,11500000
45,Male,PhD,Software Engineer Manager,16,18500000
28,Female,Bachelor's Degree,Front end Developer,2,6500000
39,Female,Master's Degree,Software Engineer Manager,12,16000000
30,Male,Bachelor's Degree,Back end Developer,5,10000000
46,Male,PhD,Senior Project Engineer,15,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
42,Male,PhD,Software Engineer Manager,14,19000000
31,Male,Bachelor's Degree,Full Stack Engineer,6,11500000
49,Female,PhD,Senior Project Engineer,17,19500000
36,Male,Master's Degree,Back end Developer,9,15000000
33,Female,Bachelor's Degree,Full Stack Engineer,6,11500000
45,Male,PhD,Software Engineer Manager,16,18500000
28,Female,Bachelor's Degree,Front end Developer,2,6500000
39,Female,Master's Degree,Software Engineer Manager,12,16000000
30,Male,Bachelor's Degree,Back end Developer,5,10000000
46,Male,PhD,Senior Project Engineer,15,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
42,Male,PhD,Software Engineer Manager,14,19000000
31,Male,Bachelor's Degree,Full Stack Engineer,6,11500000
49,Female,PhD,Senior Project Engineer,17,19500000
36,Male,Master's Degree,Back end Developer,9,15000000
33,Female,Bachelor's Degree,Full Stack Engineer,6,11500000
45,Male,PhD,Software Engineer Manager,16,18500000
28,Female,Bachelor's Degree,Front end Developer,2,6500000
39,Female,Master's Degree,Software Engineer Manager,12,16000000
30,Male,Bachelor's Degree,Back end Developer,5,10000000
46,Male,PhD,Senior Project Engineer,15,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
42,Male,PhD,Software Engineer Manager,14,19000000
31,Male,Bachelor's Degree,Full Stack Engineer,6,11500000
49,Female,PhD,Senior Project Engineer,17,19500000
36,Male,Master's Degree,Back end Developer,9,15000000
33,Female,Bachelor's Degree,Full Stack Engineer,6,11500000
45,Male,PhD,Software Engineer Manager,16,18500000
28,Female,Bachelor's Degree,Front end Developer,2,6500000
39,Female,Master's Degree,Software Engineer Manager,12,16000000
30,Male,Bachelor's Degree,Back end Developer,5,10000000
46,Male,PhD,Senior Project Engineer,15,18000000
25,Female,Bachelor's Degree,Front end Developer,1,5500000
42,Male,PhD,Software Engineer Manager,14,19000000
31,Male,Bachelor's Degree,Full Stack Engineer,6,11500000
49,Female,PhD,Senior Project Engineer,17,19500000
36,Male,Master's Degree,Back end Developer,9,15000000
33,Female,Bachelor's Degree,Full Stack Engineer,6,11500000
45,Male,PhD,Software Engineer Manager,16,18500000
28,Female,Bachelor's Degree,Front end Developer,2,6500000
39,Female,Master's Degree,Software Engineer Manager,12,16000000
30,Male,Bachelor's Degree,Back end Developer,5,10000000
46,Male,PhD,Senior Project Engineer,15,18000000
25,Female,Bachelor's Degree,Front end Developer,1,55000
29,Male,Bachelor's Degree,Front end Developer,4,9000000
40,Female,Master's Degree,Software Engineer Manager,12,16000000
